PubMedID,Matched_Protein_Id,Matched_Protein_Name,Other_protein,True_UniProtIDs,Label,Sentence
32451909,P05231,Interleukin-6,interleukin-6 receptor alpha,,FP,Sarilumab is a human monoclonal antibody blocking the interleukin-6 receptor alpha (IL-6Rɑ) approved for the treatment of moderately to severely active rheumatoid arthritis in adults with inadequate response or intolerance to other disease-modifying antirheumatic drugs.
32451909,P05231,Interleukin-6,il-6rɑ,,FP,Sarilumab is a human monoclonal antibody blocking the interleukin-6 receptor alpha (IL-6Rɑ) approved for the treatment of moderately to severely active rheumatoid arthritis in adults with inadequate response or intolerance to other disease-modifying antirheumatic drugs.
32454436,P05231,Interleukin-6,il-6,P05231,TP,"Interleukin-6 (IL-6) is a pro-inflammatory cytokine, classically associated with orchestrating an immune response to invading pathogens."
32454436,P05231,Interleukin-6,pro-inflammatory cytokine,,FP,"Interleukin-6 (IL-6) is a pro-inflammatory cytokine, classically associated with orchestrating an immune response to invading pathogens."
32456348,P05231,Interleukin-6,il-6,P05231,TP,"Interleukin-6 (IL-6) signaling is a crucial regulatory event important for many biological functions, such as inflammation and tissue regeneration."
32460352,P35225,Interleukin-13,il-13,P35225,TP,Interleukin-13 (IL-13) is a Th2-associated cytokine that typically induces gut contractility and mucus secretion to eliminate helminth parasites from the digestive tract.
32460352,P35225,Interleukin-13,th2-associated cytokine,,FP,Interleukin-13 (IL-13) is a Th2-associated cytokine that typically induces gut contractility and mucus secretion to eliminate helminth parasites from the digestive tract.
32461349,P40933,Interleukin-15,il-15,P40933,TP,Interleukin-15 (IL-15) promotes growth and activation of cytotoxic CD8 The antitumor activity of hetIL-15 produced from mammalian cells was tested in mouse tumor models (MC38 colon carcinoma and TC-1 epithelial carcinoma).
32466535,P15692,Vascular endothelial growth factor A,vegf-a,,FP,"Vascular endothelial growth factor A (VEGF-A) and intercellular adhesion molecule 1 (ICAM-1) are significant regulators of angiogenesis, an important biological process involved in carcinogenesis."
32466535,P15692,Vascular endothelial growth factor A,intercellular adhesion molecule 1,,FP,"Vascular endothelial growth factor A (VEGF-A) and intercellular adhesion molecule 1 (ICAM-1) are significant regulators of angiogenesis, an important biological process involved in carcinogenesis."
32466535,P15692,Vascular endothelial growth factor A,icam-1,,FP,"Vascular endothelial growth factor A (VEGF-A) and intercellular adhesion molecule 1 (ICAM-1) are significant regulators of angiogenesis, an important biological process involved in carcinogenesis."
32467299,P60568,Interleukin-2,high-dose interleukin-2,,FP,A pilot study of stereotactic body radiation therapy (SBRT) followed by high-dose interleukin-2 (IL-2) showed a higher than anticipated objective response rate (ORR) among patients with metastatic melanoma (MM).
32467299,P60568,Interleukin-2,il-2,P60568,TP,A pilot study of stereotactic body radiation therapy (SBRT) followed by high-dose interleukin-2 (IL-2) showed a higher than anticipated objective response rate (ORR) among patients with metastatic melanoma (MM).
32467991,Q969D9,Thymic stromal lymphopoietin,tslp,Q969D9,TP,"Respiratory syncytial virus (RSV) infection enhances the cell‑mediated immune responses of type 2 helper T cells and promotes the progression of allergic inflammation and asthma by producing thymic stromal lymphopoietin (TSLP), especially long isoform TSLP (lfTSLP)."
32467991,Q969D9,Thymic stromal lymphopoietin,long isoform tslp,,FP,"Respiratory syncytial virus (RSV) infection enhances the cell‑mediated immune responses of type 2 helper T cells and promotes the progression of allergic inflammation and asthma by producing thymic stromal lymphopoietin (TSLP), especially long isoform TSLP (lfTSLP)."
32468382,P01375,Tumor necrosis factor,anti-drug antibodies,,FP,The development of anti-drug antibodies (ADA) to tumor necrosis factor (TNF-α) inhibitors is a significant result contributing to the loss of clinical response in inflammatory bowel disease (IBD).
32471980,P10145,Interleukin-8,il-8,P10145,TP,"Interleukin-8 (IL-8) expression correlates with poor prognosis in many cancers, including head and neck squamous cell carcinoma (HNSCC), but the underlying mechanism is poorly understood."
32474766,P05231,Interleukin-6,pro-inflammatory cytokines,,FP,"Gene polymorphisms of pro-inflammatory cytokines such as tumor necrosis factor-α (TNF-α), interleukin-1 (IL-1) and interleukin-6 (IL-6) may influence the risk of Graves' disease, but the results of so far published studies remain inconclusive."
32474766,P05231,Interleukin-6,tumor necrosis factor-α (,,FP,"Gene polymorphisms of pro-inflammatory cytokines such as tumor necrosis factor-α (TNF-α), interleukin-1 (IL-1) and interleukin-6 (IL-6) may influence the risk of Graves' disease, but the results of so far published studies remain inconclusive."
32474766,P05231,Interleukin-6,interleukin-1,,FP,"Gene polymorphisms of pro-inflammatory cytokines such as tumor necrosis factor-α (TNF-α), interleukin-1 (IL-1) and interleukin-6 (IL-6) may influence the risk of Graves' disease, but the results of so far published studies remain inconclusive."
32474766,P05231,Interleukin-6,il-1,,FP,"Gene polymorphisms of pro-inflammatory cytokines such as tumor necrosis factor-α (TNF-α), interleukin-1 (IL-1) and interleukin-6 (IL-6) may influence the risk of Graves' disease, but the results of so far published studies remain inconclusive."
32474766,P05231,Interleukin-6,il-6,P05231,TP,"Gene polymorphisms of pro-inflammatory cytokines such as tumor necrosis factor-α (TNF-α), interleukin-1 (IL-1) and interleukin-6 (IL-6) may influence the risk of Graves' disease, but the results of so far published studies remain inconclusive."
32474905,P01375,Tumor necrosis factor,proinflammatory cytokine,,FP,"Tumor necrosis factor (TNF)-α is largely regarded as a proinflammatory cytokine, but several recent researches have demonstrated that TNF-α could possess immunoregulatory roles with potential to suppress anti-tumor immunity."
32474905,P01375,Tumor necrosis factor,immunoregulatory,,FP,"Tumor necrosis factor (TNF)-α is largely regarded as a proinflammatory cytokine, but several recent researches have demonstrated that TNF-α could possess immunoregulatory roles with potential to suppress anti-tumor immunity."
32479641,Q16552,Interleukin-17A,human monoclonal antibody,,FP,"Secukinumab, a fully human monoclonal antibody that selectively neutralizes interleukin-17A, a cornerstone cytokine in psoriasis, has shown long-lasting efficacy and safety in the complete spectrum of psoriasis manifestations."
32479641,Q16552,Interleukin-17A,cytokine,,FP,"Secukinumab, a fully human monoclonal antibody that selectively neutralizes interleukin-17A, a cornerstone cytokine in psoriasis, has shown long-lasting efficacy and safety in the complete spectrum of psoriasis manifestations."
32481266,P05231,Interleukin-6,il-6,P05231,TP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P05231,Interleukin-6,interleukin-8,P10145,TP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P05231,Interleukin-6,il-8,P10145,TP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P05231,Interleukin-6,tumor necrosis factor-α (,,FP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P10145,Interleukin-8,interleukin-6,P05231,TP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P10145,Interleukin-8,il-6,P05231,TP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P10145,Interleukin-8,il-8,P10145,TP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481266,P10145,Interleukin-8,tumor necrosis factor-α (,,FP,"To investigate the changes in the concentrations of interleukin-6 (IL-6), interleukin-8 (IL-8), tumor necrosis factor-α (TNF-α), and 8-iso-prostaglandin F2α (8-isoPGF2α) in exhaled breath condensate (EBC) in patients undergoing cardiac valve replacement under cardiopulmonary bypass (CPB) and its relationship with postoperative acute respiratory distress syndrome (ARDS).A prospective, case-control study was performed on 55 patients undergoing elective cardiac valve replacement under cardiopulmonary bypass, between November 2017 and May 2019."
32481400,P01375,Tumor necrosis factor,tnf-like cytokine 1a,,FP,"TNF-like cytokine 1A (TL1A) is a subgroup of the tumor necrosis factor superfamily that exerts pleiotropic effects on cell proliferation, inflammation, activation, and differentiation of immune cells."
32481400,P01375,Tumor necrosis factor,tumor necrosis factor superfamily,,FP,"TNF-like cytokine 1A (TL1A) is a subgroup of the tumor necrosis factor superfamily that exerts pleiotropic effects on cell proliferation, inflammation, activation, and differentiation of immune cells."
32481884,P05231,Interleukin-6,oxygen sensor sheet,,FP,"Two types of hydrogel-based bioassay sheets were developed for in vitro evaluation of contraction-dependent metabolic regulation in skeletal muscle cells: one is an oxygen sensor sheet and the other is an immunocapture sheet for a myokine, interleukin-6 (IL-6)."
32481884,P05231,Interleukin-6,il-6,P05231,TP,"Two types of hydrogel-based bioassay sheets were developed for in vitro evaluation of contraction-dependent metabolic regulation in skeletal muscle cells: one is an oxygen sensor sheet and the other is an immunocapture sheet for a myokine, interleukin-6 (IL-6)."
32482597,P05231,Interleukin-6,humanized monoclonal antibody,,FP,"Tocilizumab (TCZ), a humanized monoclonal antibody targeting the interleukin-6 (IL-6) receptor, has been proposed for the treatment of COVID-19 patients; however, limited data are available on the safety and efficacy."
32482597,P05231,Interleukin-6,interleukin-6 (il-6) receptor,,FP,"Tocilizumab (TCZ), a humanized monoclonal antibody targeting the interleukin-6 (IL-6) receptor, has been proposed for the treatment of COVID-19 patients; however, limited data are available on the safety and efficacy."
32485960,P01375,Tumor necrosis factor,type i interferons,,FP,We have previously reported that adipose tissue-derived stem cells (ASCs) cultured at high cell density can induce cancer cell death through the expression of type I interferons and tumor necrosis factor (TNF)-related apoptosis-inducing ligands (TRAIL).
32485960,P01375,Tumor necrosis factor,apoptosis-inducing ligands,,FP,We have previously reported that adipose tissue-derived stem cells (ASCs) cultured at high cell density can induce cancer cell death through the expression of type I interferons and tumor necrosis factor (TNF)-related apoptosis-inducing ligands (TRAIL).
32488650,Q16552,Interleukin-17A,il-17a,Q16552,TP,Interleukin-17A (IL-17A) is pro-inflammatory cytokine and acts as profibrotic factor in the fibrosis of various organs.
32488650,Q16552,Interleukin-17A,pro-inflammatory cytokine,,FP,Interleukin-17A (IL-17A) is pro-inflammatory cytokine and acts as profibrotic factor in the fibrosis of various organs.
32488650,Q16552,Interleukin-17A,profibrotic factor,,FP,Interleukin-17A (IL-17A) is pro-inflammatory cytokine and acts as profibrotic factor in the fibrosis of various organs.
32489311,P05231,Interleukin-6,il-6,P05231,TP,The effects of the periodontal intervention on rats with type-II diabetes mellitus (T2DM) and chronic periodontitis (CP) were explored through observing the changes in carotid artery pathology and interleukin-6 (IL-6) levels.
32493031,P01375,Tumor necrosis factor,protein 8,,FP,"Unlike other members of the tumor necrosis factor (TNF)-α-induced protein 8 (TNFAIP8/TIPE) family that play a carcinogenic role and regulate apoptosis, TNFAIP8-like 2 (TIPE2) can not only maintain immune homeostasis but also regulate inflammation."
32494901,P01375,Tumor necrosis factor,tumor necrosis factor alpha,,FP,"Regarding the role of inflammation in progression of diabetes this study was conducted to investigate the association between inflammatory biomarkers such as nitric oxide (NO), tumor necrosis factor alpha (TNF-α), and high-sensitivity C-reactive protein (hs-CRP) with the chance of existence of diabetic retinopathy and its progression in patients with diabetes."
32494901,P01375,Tumor necrosis factor,high-sensitivity c-reactive protein,,FP,"Regarding the role of inflammation in progression of diabetes this study was conducted to investigate the association between inflammatory biomarkers such as nitric oxide (NO), tumor necrosis factor alpha (TNF-α), and high-sensitivity C-reactive protein (hs-CRP) with the chance of existence of diabetic retinopathy and its progression in patients with diabetes."
32495451,Q96PD4,Interleukin-17F,il-17f,Q96PD4,TP,Interleukin-17F (IL-17F) is involved with asthma.
32497752,P01375,Tumor necrosis factor,tumor necrosis factor receptor superfamily,,FP,Tumor necrosis factor receptor superfamily (TNFRSF) is an ancient protein superfamily.
32497752,P01375,Tumor necrosis factor,tnfrsf,,FP,Tumor necrosis factor receptor superfamily (TNFRSF) is an ancient protein superfamily.
32497752,P01375,Tumor necrosis factor,protein superfamily,,FP,Tumor necrosis factor receptor superfamily (TNFRSF) is an ancient protein superfamily.
32498937,P01375,Tumor necrosis factor,insulin,,FP,"To understand the extent to which risk factors for insulin resistance are mediated by body mass index (BMI), visceral adipose tissue (VAT), physical activity and performance, and the inflammatory markers interleukin (IL)-6, tumor necrosis factor (TNF)- α, and high-sensitivity C-reactive protein (hs-CRP)."
32498937,P01375,Tumor necrosis factor,inflammatory markers interleukin,,FP,"To understand the extent to which risk factors for insulin resistance are mediated by body mass index (BMI), visceral adipose tissue (VAT), physical activity and performance, and the inflammatory markers interleukin (IL)-6, tumor necrosis factor (TNF)- α, and high-sensitivity C-reactive protein (hs-CRP)."
32498937,P01375,Tumor necrosis factor,high-sensitivity c-reactive protein,,FP,"To understand the extent to which risk factors for insulin resistance are mediated by body mass index (BMI), visceral adipose tissue (VAT), physical activity and performance, and the inflammatory markers interleukin (IL)-6, tumor necrosis factor (TNF)- α, and high-sensitivity C-reactive protein (hs-CRP)."
32499782,P01375,Tumor necrosis factor,tumor necrosis factor superfamily member 14,,FP,Tumor necrosis factor superfamily member 14 (LIGHT) has been in pre-clinical development for over a decade and shows promise as a modality of enhancing treatment approaches in the field of cancer immunotherapy.
32499782,P01375,Tumor necrosis factor,light,,FP,Tumor necrosis factor superfamily member 14 (LIGHT) has been in pre-clinical development for over a decade and shows promise as a modality of enhancing treatment approaches in the field of cancer immunotherapy.
32503626,P15692,Vascular endothelial growth factor A,vegf-a,,FP,Vascular endothelial growth factor A (VEGF-A) is a chemokine that induces proliferation and migration of vascular endothelial cells and is essential for both physiological and pathological angiogenesis.
32503626,P15692,Vascular endothelial growth factor A,chemokine,,FP,Vascular endothelial growth factor A (VEGF-A) is a chemokine that induces proliferation and migration of vascular endothelial cells and is essential for both physiological and pathological angiogenesis.
32503663,P04141,Granulocyte-macrophage colony-stimulating factor,gm-csf,P04141,TP,"The hypothesis of the proposed intervention is that Granulocyte-macrophage colony-stimulating factor (GM-CSF) has profound effects on antiviral immunity, and can provide the stimulus to restore immune homeostasis in the lung with acute lung injury post COVID-19, and can promote lung repair mechanisms, that lead to a 25% improvement in lung oxygenation parameters."
32504478,P15692,Vascular endothelial growth factor A,insulin,,FP,To study the effect of insulin therapy on the concentration of vascular endothelial growth factor A (VEGF-A) in the intraocular fluid of rats with alloxan model of diabetes mellitus.
32504478,P15692,Vascular endothelial growth factor A,vegf-a,,FP,To study the effect of insulin therapy on the concentration of vascular endothelial growth factor A (VEGF-A) in the intraocular fluid of rats with alloxan model of diabetes mellitus.
32505187,O95760,Interleukin-33,cytokine,,FP,Interleukin-33 is a cytokine endowed with pro- and anti-inflammatory properties that plays a still poorly defined role in the pathogenesis of a number of central nervous system (CNS) conditions including Alzheimer's disease (AD).
32509271,Q16552,Interleukin-17A,il-17,Q16552,TP,Interleukin-17A (IL-17) is an evolutionary conserved cytokine and best known for its role in boosting immune response.
32509271,Q16552,Interleukin-17A,cytokine,,FP,Interleukin-17A (IL-17) is an evolutionary conserved cytokine and best known for its role in boosting immune response.
32510737,P05231,Interleukin-6,inflammatory biomarker interleukin-6,,FP,The inflammatory biomarker interleukin-6 (IL-6) is associated with mortality in atrial fibrillation (AF).
32510737,P05231,Interleukin-6,il-6,P05231,TP,The inflammatory biomarker interleukin-6 (IL-6) is associated with mortality in atrial fibrillation (AF).
32512045,P05231,Interleukin-6,human leukemia inhibitory factor,,FP,Human leukemia inhibitory factor (hLIF) is a cytokine of interleukin-6 family.
32512045,P05231,Interleukin-6,hlif,,FP,Human leukemia inhibitory factor (hLIF) is a cytokine of interleukin-6 family.
32512045,P05231,Interleukin-6,cytokine,,FP,Human leukemia inhibitory factor (hLIF) is a cytokine of interleukin-6 family.
32512045,P05231,Interleukin-6,interleukin-6 family,,FP,Human leukemia inhibitory factor (hLIF) is a cytokine of interleukin-6 family.
32513089,O95760,Interleukin-33,interleukin-33 (il-33)/suppressor,,FP,Interleukin-33 (IL-33)/suppressor of tumorigenicity 2 (ST2) signaling is known to promote inflammation and the genesis and maintenance of neuropathic pain.
32513089,O95760,Interleukin-33,st2,,FP,Interleukin-33 (IL-33)/suppressor of tumorigenicity 2 (ST2) signaling is known to promote inflammation and the genesis and maintenance of neuropathic pain.
32514390,P60568,Interleukin-2,interleukin-2 receptor,,FP,This study was designed to assess the significance of interleukin-2 receptor (CD25) and inteleukin-3 receptor (CD123) expression in cytogenetically normal acute myeloid leukemia (CN-AML) patients.
32514390,P60568,Interleukin-2,cd25,,FP,This study was designed to assess the significance of interleukin-2 receptor (CD25) and inteleukin-3 receptor (CD123) expression in cytogenetically normal acute myeloid leukemia (CN-AML) patients.
32514390,P60568,Interleukin-2,inteleukin-3 receptor,,FP,This study was designed to assess the significance of interleukin-2 receptor (CD25) and inteleukin-3 receptor (CD123) expression in cytogenetically normal acute myeloid leukemia (CN-AML) patients.
32514390,P60568,Interleukin-2,cd123,,FP,This study was designed to assess the significance of interleukin-2 receptor (CD25) and inteleukin-3 receptor (CD123) expression in cytogenetically normal acute myeloid leukemia (CN-AML) patients.
32514408,P01375,Tumor necrosis factor,tumor necrosis factor (tnf) receptor-associated factors (trafs) family,,FP,Members of Tumor Necrosis Factor (TNF) Receptor-Associated Factors (TRAFs) family interact with the cytoplasmic tails of TNF receptor family members to mediate signal transduction processes.
32514408,P01375,Tumor necrosis factor,cytoplasmic tails,,FP,Members of Tumor Necrosis Factor (TNF) Receptor-Associated Factors (TRAFs) family interact with the cytoplasmic tails of TNF receptor family members to mediate signal transduction processes.
32514408,P01375,Tumor necrosis factor,tnf receptor family members,,FP,Members of Tumor Necrosis Factor (TNF) Receptor-Associated Factors (TRAFs) family interact with the cytoplasmic tails of TNF receptor family members to mediate signal transduction processes.
32515034,P01375,Tumor necrosis factor,pro-inflammatory cytokine,,FP,"In psoriasis, tumor necrosis factor (TNF)-α is a key pro-inflammatory cytokine that activates keratinocytes to produce other inflammatory mediators."
32520721,P60568,Interleukin-2,il-2,P60568,TP,"Interleukin-2 (IL-2), one of the proinflammatory cytokines, is used in the treatment of certain malignancies."
32520721,P60568,Interleukin-2,proinflammatory cytokines,,FP,"Interleukin-2 (IL-2), one of the proinflammatory cytokines, is used in the treatment of certain malignancies."
32521918,P14210,Hepatocyte growth factor,growth factors,,FP,Growth factors such as fibroblast growth factor 2 (FGF-2) and hepatocyte growth factor (HGF) appear at high levels in prostate cancer (PC).
32521918,P14210,Hepatocyte growth factor,fibroblast growth factor 2,,FP,Growth factors such as fibroblast growth factor 2 (FGF-2) and hepatocyte growth factor (HGF) appear at high levels in prostate cancer (PC).
32521918,P14210,Hepatocyte growth factor,fgf-2,,FP,Growth factors such as fibroblast growth factor 2 (FGF-2) and hepatocyte growth factor (HGF) appear at high levels in prostate cancer (PC).
32521918,P14210,Hepatocyte growth factor,hgf,P14210,TP,Growth factors such as fibroblast growth factor 2 (FGF-2) and hepatocyte growth factor (HGF) appear at high levels in prostate cancer (PC).
32522231,P14210,Hepatocyte growth factor,hgf,P14210,TP,To investigate the therapeutic effect of human dental pulp stem cells (DPSCs) transfected with adenovirus expressing hepatocyte growth factor (HGF) in a mouse model of collagen-induced arthritis (CIA).
32522251,P05231,Interleukin-6,interleukin-6 receptor,,FP,The interleukin-6 receptor inhibitor sarilumab demonstrated efficacy in combination with conventional synthetic disease-modifying antirheumatic drugs (csDMARDs) or as monotherapy in patients with moderately to severely active rheumatoid arthritis (RA) with an inadequate response (IR) or intolerant (INT) to methotrexate (MTX) or tumour necrosis factor (TNF)-α inhibitors.
32522251,P05231,Interleukin-6,tumour necrosis factor,,FP,The interleukin-6 receptor inhibitor sarilumab demonstrated efficacy in combination with conventional synthetic disease-modifying antirheumatic drugs (csDMARDs) or as monotherapy in patients with moderately to severely active rheumatoid arthritis (RA) with an inadequate response (IR) or intolerant (INT) to methotrexate (MTX) or tumour necrosis factor (TNF)-α inhibitors.
32522868,P05231,Interleukin-6,cytokines,,FP,"Interleukin-6 (IL-6) family cytokines signal through multimeric receptor complexes, providing unique opportunities to create novel ligand-based therapeutics."
32522868,P05231,Interleukin-6,multimeric receptor complexes,,FP,"Interleukin-6 (IL-6) family cytokines signal through multimeric receptor complexes, providing unique opportunities to create novel ligand-based therapeutics."
32523801,P05231,Interleukin-6,chimeric antigen receptor,,FP,T cells expressing a chimeric antigen receptor (CAR) engineered to target CD19 can treat leukemia effectively but also increase the risk of complications such as cytokine release syndrome (CRS) and CAR T cell related encephalopathy (CRES) driven by interleukin-6 (IL-6).
32523801,P05231,Interleukin-6,cd19,,FP,T cells expressing a chimeric antigen receptor (CAR) engineered to target CD19 can treat leukemia effectively but also increase the risk of complications such as cytokine release syndrome (CRS) and CAR T cell related encephalopathy (CRES) driven by interleukin-6 (IL-6).
32523801,P05231,Interleukin-6,cytokine,,FP,T cells expressing a chimeric antigen receptor (CAR) engineered to target CD19 can treat leukemia effectively but also increase the risk of complications such as cytokine release syndrome (CRS) and CAR T cell related encephalopathy (CRES) driven by interleukin-6 (IL-6).
32523801,P05231,Interleukin-6,il-6,P05231,TP,T cells expressing a chimeric antigen receptor (CAR) engineered to target CD19 can treat leukemia effectively but also increase the risk of complications such as cytokine release syndrome (CRS) and CAR T cell related encephalopathy (CRES) driven by interleukin-6 (IL-6).
32526258,P01584,Interleukin-1 beta,il-1 receptor,,FP,"In this study, we first investigated interleukin-1 beta (IL-1β) and IL-1 receptor antagonist (IL-1RA) levels in a cohort of Egyptian children with autism spectrum disorder (ASD) and in healthy controls."
32526258,P01584,Interleukin-1 beta,il-1ra,,FP,"In this study, we first investigated interleukin-1 beta (IL-1β) and IL-1 receptor antagonist (IL-1RA) levels in a cohort of Egyptian children with autism spectrum disorder (ASD) and in healthy controls."
32528831,Q8NEV9,Interleukin-27,il-27,,FP,"Interleukin-27 (IL-27), a heterodimeric cytokine, plays a protective role in diabetes."
32528831,Q8NEV9,Interleukin-27,heterodimeric cytokine,,FP,"Interleukin-27 (IL-27), a heterodimeric cytokine, plays a protective role in diabetes."
32528961,P01375,Tumor necrosis factor,tnf,P01375,TP,Tumor necrosis factor (TNF) is a central regulator of immunity.
32530166,O95760,Interleukin-33,il-33）,,FP,Objective To explore the application value of interleukin-33 （IL-33） in wound age estimation in forensic practice by observing the sequential changes of IL-33 after skin wound.
32530166,O95760,Interleukin-33,il-33,O95760,TP,Objective To explore the application value of interleukin-33 （IL-33） in wound age estimation in forensic practice by observing the sequential changes of IL-33 after skin wound.
32530734,P22301,Interleukin-10,inflammatory cytokines,,FP,"Acute and adaptive changes in systemic markers of oxidatively generated nucleic acid modifications (i.e., 8-oxo-7,8-dihydro-2'-deoxyguanosine (8-oxodG) and 8-oxo-7,8-dihydroguanosine (8-oxoGuo)) as well as inflammatory cytokines (i.e., C-reactive protein, interleukin-6, interleukin-10, and tumour necrosis factor alpha), a liver hormone (i.e., fibroblast growth factor 21 (FGF21)), and bone metabolism markers (sclerostin, osteocalcin, C-terminal telopeptide, and N-terminal propeptide of type 1 procollagen) were investigated following a marathon in 20 study participants."
32530734,P22301,Interleukin-10,c-reactive protein,,FP,"Acute and adaptive changes in systemic markers of oxidatively generated nucleic acid modifications (i.e., 8-oxo-7,8-dihydro-2'-deoxyguanosine (8-oxodG) and 8-oxo-7,8-dihydroguanosine (8-oxoGuo)) as well as inflammatory cytokines (i.e., C-reactive protein, interleukin-6, interleukin-10, and tumour necrosis factor alpha), a liver hormone (i.e., fibroblast growth factor 21 (FGF21)), and bone metabolism markers (sclerostin, osteocalcin, C-terminal telopeptide, and N-terminal propeptide of type 1 procollagen) were investigated following a marathon in 20 study participants."
32530734,P22301,Interleukin-10,interleukin-6,P05231,TP,"Acute and adaptive changes in systemic markers of oxidatively generated nucleic acid modifications (i.e., 8-oxo-7,8-dihydro-2'-deoxyguanosine (8-oxodG) and 8-oxo-7,8-dihydroguanosine (8-oxoGuo)) as well as inflammatory cytokines (i.e., C-reactive protein, interleukin-6, interleukin-10, and tumour necrosis factor alpha), a liver hormone (i.e., fibroblast growth factor 21 (FGF21)), and bone metabolism markers (sclerostin, osteocalcin, C-terminal telopeptide, and N-terminal propeptide of type 1 procollagen) were investigated following a marathon in 20 study participants."
32530734,P22301,Interleukin-10,tumour necrosis factor alpha,,FP,"Acute and adaptive changes in systemic markers of oxidatively generated nucleic acid modifications (i.e., 8-oxo-7,8-dihydro-2'-deoxyguanosine (8-oxodG) and 8-oxo-7,8-dihydroguanosine (8-oxoGuo)) as well as inflammatory cytokines (i.e., C-reactive protein, interleukin-6, interleukin-10, and tumour necrosis factor alpha), a liver hormone (i.e., fibroblast growth factor 21 (FGF21)), and bone metabolism markers (sclerostin, osteocalcin, C-terminal telopeptide, and N-terminal propeptide of type 1 procollagen) were investigated following a marathon in 20 study participants."
32530734,P22301,Interleukin-10,fibroblast growth factor 21,,FP,"Acute and adaptive changes in systemic markers of oxidatively generated nucleic acid modifications (i.e., 8-oxo-7,8-dihydro-2'-deoxyguanosine (8-oxodG) and 8-oxo-7,8-dihydroguanosine (8-oxoGuo)) as well as inflammatory cytokines (i.e., C-reactive protein, interleukin-6, interleukin-10, and tumour necrosis factor alpha), a liver hormone (i.e., fibroblast growth factor 21 (FGF21)), and bone metabolism markers (sclerostin, osteocalcin, C-terminal telopeptide, and N-terminal propeptide of type 1 procollagen) were investigated following a marathon in 20 study participants."
